serial number,comment,demojized_comment,cleaned_comment,lemmatized_tokens,sentiment_vader,sentiment_textblob,sentiment_transformer,transformer_score,keywords_rake,keywords_yake,keywords_tfidf
455,Answer is (C) ENSURES A FAULT TOLERANCE,Answer is (C) ENSURES A FAULT TOLERANCE,answer is c ensures a fault tolerance,"['answer', 'c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.6637666821479797,"['fault tolerance', 'c ensures', 'answer']","['answer', 'tolerance', 'ensures', 'fault']","['ensures', 'answer', 'tolerance', 'fault']"
456,C) Ensures Fault Tolerance,C) Ensures Fault Tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
457,Option C,Option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
458,Answer is C,Answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
459,Answer is C,Answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
460,Answer is C,Answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
461,Option C,Option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
462,Answer is C,Answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
463,Option C,Option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
464,Answer C,Answer C,answer c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.8552964329719543,['answer c'],['answer'],['answer']
465,Answer is C,Answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
466,Answer is C,Answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
467,Answer for the question : c) Ensures fault tolerance,Answer for the question : c) Ensures fault tolerance,answer for the question : c ensures fault tolerance,"['answer', 'question', ':', 'c', 'ensure', 'fault', 'tolerance']",Negative,Negative,POSITIVE,0.930160105228424,"['c ensures fault tolerance', 'question', 'answer']","['answer', 'question', 'tolerance', 'ensures', 'fault']","['question', 'ensures', 'answer', 'tolerance', 'fault']"
468,Option C,Option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
469,Option C,Option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
470,C) Fault Tolerance,C) Fault Tolerance,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
471,The answer to the question is C,The answer to the question is C,the answer to the question is c,"['answer', 'question', 'c']",Neutral,Neutral,POSITIVE,0.6421988010406494,"['question', 'c', 'answer']","['answer', 'question']","['question', 'answer']"
472,C) Ensures Fault Tolerance,C) Ensures Fault Tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
473,Ensures fault tolerance,Ensures fault tolerance,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
474,Answer is c,Answer is c,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
475,quiz ans is option C,quiz ans is option C,quiz ans is option c,"['quiz', 'ans', 'option', 'c']",Neutral,Neutral,NEGATIVE,0.7502285838127136,"['quiz ans', 'option c']","['quiz', 'ans', 'option']","['quiz', 'ans', 'option']"
476,Clear. But why did he glance over HDFS without even really explaining how it works? @02:00,Clear. But why did he glance over HDFS without even really explaining how it works? @02:00,clear but why did he glance over hdfs without even really explaining how it works :,"['clear', 'glance', 'hdfs', 'without', 'even', 'really', 'explain', 'work', ':']",Positive,Positive,NEGATIVE,0.9990593791007996,"['hdfs without even really explaining', 'works', 'glance', 'clear']","['clear', 'works', 'glance', 'hdfs', 'explaining']","['did', 'clear', 'really', 'hdfs']"
477,"Hadoop is designed to keep large files, right? But what is the sense to keep files instead of different data format? You have dozens of databases; sql, none-sql. They are faster, easier to work with.","Hadoop is designed to keep large files, right? But what is the sense to keep files instead of different data format? You have dozens of databases; sql, none-sql. They are faster, easier to work with.",hadoop is designed to keep large files right but what is the sense to keep files instead of different data format you have dozens of databases sql nonesql they are faster easier to work with,"['hadoop', 'design', 'keep', 'large', 'file', 'right', 'sense', 'keep', 'file', 'instead', 'different', 'datum', 'format', 'dozen', 'database', 'sql', 'nonesql', 'fast', 'easy', 'work']",Positive,Positive,NEGATIVE,0.951577126979828,"['keep large files right', 'keep files instead', 'different data format', 'databases sql nonesql', 'faster easier', 'work', 'sense', 'hadoop', 'dozens', 'designed']","['files', 'hadoop', 'designed', 'large', 'sense', 'data', 'format', 'dozens', 'databases', 'sql']","['files', 'different', 'faster', 'right', 'work', 'data', 'hadoop']"
478,The answer is C :),The answer is C :),the answer is c :,"['answer', 'c', ':']",Neutral,Neutral,NEGATIVE,0.9496749639511108,"['c', 'answer']",['answer'],['answer']
479,C) Ensure Fault Tolerate,C) Ensure Fault Tolerate,c ensure fault tolerate,"['c', 'ensure', 'fault', 'tolerate']",Neutral,Neutral,NEGATIVE,0.9087857604026794,['c ensure fault tolerate'],"['tolerate', 'ensure', 'fault']","['ensure', 'fault']"
480,Ans:Ensure fault tolerance,Ans:Ensure fault tolerance,ans:ensure fault tolerance,"['ans', ':', 'ensure', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.5149378180503845,"['ensure fault tolerance', 'ans']","['ans', 'ensure', 'tolerance', 'fault']","['ans', 'ensure', 'tolerance', 'fault']"
481,Quiz answer: A Support parallel processing.,Quiz answer: A Support parallel processing.,quiz answer: a support parallel processing,"['quiz', 'answer', ':', 'support', 'parallel', 'processing']",Positive,Neutral,POSITIVE,0.8231521844863892,"['support parallel processing', 'quiz answer']","['quiz', 'answer', 'processing', 'support', 'parallel']","['processing', 'parallel', 'quiz', 'answer']"
482,Answer is c) Ensure Fault Tolerance,Answer is c) Ensure Fault Tolerance,answer is c ensure fault tolerance,"['answer', 'c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.9618850350379944,"['c ensure fault tolerance', 'answer']","['answer', 'tolerance', 'ensure', 'fault']","['ensure', 'answer', 'tolerance', 'fault']"
483,c) Ensures Fault Tolerance,c) Ensures Fault Tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
484,Answer is C...!👍,Answer is C...! thumbs_up ,answer is c thumbs_up,"['answer', 'c', 'thumbs_up']",Neutral,Neutral,POSITIVE,0.7396005392074585,"['c thumbs_up', 'answer']","['answer', 'thumbs']","['thumbs_up', 'answer']"
485,all of the above,all of the above,all of the above,[],Neutral,Neutral,POSITIVE,0.9976146221160888,[],[],[]
486,The advantage of 3x replicant is ensure fault tolerance....why bcz if one computer is corrupted our data is still exists remaining 2 computers...that is called duplication.....,The advantage of 3x replicant is ensure fault tolerance....why bcz if one computer is corrupted our data is still exists remaining 2 computers...that is called duplication.....,the advantage of x replicant is ensure fault tolerancewhy bcz if one computer is corrupted our data is still exists remaining computersthat is called duplication,"['advantage', 'x', 'replicant', 'ensure', 'fault', 'tolerancewhy', 'bcz', 'one', 'computer', 'corrupt', 'datum', 'still', 'exist', 'remain', 'computersthat', 'call', 'duplication']",Positive,Neutral,NEGATIVE,0.9895341992378236,"['still exists remaining computersthat', 'ensure fault tolerancewhy bcz', 'x replicant', 'one computer', 'called duplication', 'data', 'corrupted', 'advantage']","['duplication', 'advantage', 'replicant', 'ensure', 'fault', 'tolerancewhy', 'bcz', 'computer', 'corrupted', 'data']","['advantage', 'data', 'ensure', 'fault']"
487,all of them,all of them,all of them,[],Neutral,Neutral,POSITIVE,0.9936140179634094,[],[],[]
488,C - ensures fault tolerance,C - ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
489,C is the answer,C is the answer,c is the answer,"['c', 'answer']",Neutral,Neutral,POSITIVE,0.9853942394256592,"['c', 'answer']",['answer'],['answer']
490,Answer: C,Answer: C,answer: c,"['answer', ':', 'c']",Neutral,Negative,POSITIVE,0.8791657090187073,"['c', 'answer']",['answer'],['answer']
491,Ensures fault tolerance.,Ensures fault tolerance.,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
492,Ans is C,Ans is C,ans is c,"['ans', 'c']",Neutral,Neutral,POSITIVE,0.6629931330680847,"['c', 'ans']",['ans'],['ans']
493,answer is C,answer is C,answer is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.6275789141654968,"['c', 'answer']",['answer'],['answer']
494,c) Fault tolerance,c) Fault tolerance,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
495,Semiconductor pipe path based 1 input output also 1 during colliding different pipes dust in path is haddopp in my understanding. (Dex IOE 2000nepal):running jobs incidents based impact collector in path pc magazine.,Semiconductor pipe path based 1 input output also 1 during colliding different pipes dust in path is haddopp in my understanding. (Dex IOE 2000nepal):running jobs incidents based impact collector in path pc magazine.,semiconductor pipe path based input output also during colliding different pipes dust in path is haddopp in my understanding dex ioe nepal:running jobs incidents based impact collector in path pc magazine,"['semiconductor', 'pipe', 'path', 'base', 'input', 'output', 'also', 'collide', 'different', 'pipe', 'dust', 'path', 'haddopp', 'understand', 'dex', 'ioe', 'nepal', ':', 'run', 'job', 'incident', 'base', 'impact', 'collector', 'path', 'pc', 'magazine']",Negative,Neutral,NEGATIVE,0.9836022853851318,"['semiconductor pipe path based input output also', 'running jobs incidents based impact collector', 'understanding dex ioe nepal', 'colliding different pipes dust', 'path pc magazine', 'path', 'haddopp']","['path', 'semiconductor', 'nepal', 'running', 'magazine', 'based', 'input', 'output', 'colliding', 'dust']",['different']
496,the answer is C!,the answer is C!,the answer is c,"['answer', 'c']",Neutral,Neutral,NEGATIVE,0.6273981332778931,"['c', 'answer']",['answer'],['answer']
497,Ensures fault tolerance,Ensures fault tolerance,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
498,C is the answer,C is the answer,c is the answer,"['c', 'answer']",Neutral,Neutral,POSITIVE,0.9853942394256592,"['c', 'answer']",['answer'],['answer']
499,0:42 how the heck do you cross over things?!,0:42 how the heck do you cross over things?!,: how the heck do you cross over things,"[':', 'heck', 'cross', 'thing']",Neutral,Neutral,NEGATIVE,0.9905381202697754,"['things', 'heck', 'cross']","['things', 'heck', 'cross']",[]
500,Answers is C,Answers is C,answers is c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.7444798350334167,"['c', 'answers']",['answers'],['answers']
501,c) Ensures fault  tolerance,c) Ensures fault  tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
502,C. Ensures fault tolerance,C. Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
503,C - Fault Tolerance. Where can i learn more?,C - Fault Tolerance. Where can i learn more?,c fault tolerance where can i learn more,"['c', 'fault', 'tolerance', 'learn']",Negative,Positive,NEGATIVE,0.9958975315093994,"['c fault tolerance', 'learn']","['fault', 'tolerance', 'learn']","['learn', 'tolerance', 'fault']"
504,c is the answer,c is the answer,c is the answer,"['c', 'answer']",Neutral,Neutral,POSITIVE,0.9853942394256592,"['c', 'answer']",['answer'],['answer']
505,Ensure fault tolerance,Ensure fault tolerance,ensure fault tolerance,"['ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.6408483386039734,['ensure fault tolerance'],"['ensure', 'tolerance', 'fault']","['ensure', 'tolerance', 'fault']"
506,ensures Fault Tolerance,ensures Fault Tolerance,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
507,c is the answer,c is the answer,c is the answer,"['c', 'answer']",Neutral,Neutral,POSITIVE,0.9853942394256592,"['c', 'answer']",['answer'],['answer']
508,The answer to question is : Option C,The answer to question is : Option C,the answer to question is : option c,"['answer', 'question', ':', 'option', 'c']",Neutral,Neutral,NEGATIVE,0.6471999287605286,"['option c', 'question', 'answer']","['option', 'answer', 'question']","['question', 'option', 'answer']"
509,The answer is C,The answer is C,the answer is c,"['answer', 'c']",Neutral,Neutral,NEGATIVE,0.6273981332778931,"['c', 'answer']",['answer'],['answer']
510,c) Ensure fault tolerance,c) Ensure fault tolerance,c ensure fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.7543250322341919,['c ensure fault tolerance'],"['tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
511,option C,option C,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
512,I think the answer is C,I think the answer is C,i think the answer is c,"['think', 'answer', 'c']",Neutral,Neutral,NEGATIVE,0.9312354326248168,"['think', 'c', 'answer']",['answer'],"['think', 'answer']"
513,to ensure fault tolerance.,to ensure fault tolerance.,to ensure fault tolerance,"['ensure', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.9849714636802672,['ensure fault tolerance'],"['tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
514,its C - ensure fault tolerance,its C - ensure fault tolerance,its c ensure fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.7950636744499207,['c ensure fault tolerance'],"['tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
515,answer C,answer C,answer c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.8552964329719543,['answer c'],['answer'],['answer']
516,"I have a question ⁉️ In case of Replicating the file * 3  :Is  this make storage issue, data redundancy...","I have a question  exclamation_question_mark  In case of Replicating the file * 3  :Is  this make storage issue, data redundancy...",i have a question exclamation_question_mark in case of replicating the file :is this make storage issue data redundancy,"['question', 'exclamation_question_mark', 'case', 'replicating', 'file', ':', 'make', 'storage', 'issue', 'datum', 'redundancy']",Neutral,Neutral,NEGATIVE,0.9984660148620604,"['make storage issue data redundancy', 'question exclamation_question_mark', 'replicating', 'file', 'case']","['exclamation', 'mark', 'file', 'redundancy', 'question', 'case', 'replicating', 'make', 'storage', 'issue']","['file', 'storage', 'question', 'data']"
517,"• Storing
• Map reduce
• Clustering","• Storing
• Map reduce
• Clustering",storing map reduce clustering,"['store', 'map', 'reduce', 'cluster']",Neutral,Neutral,NEGATIVE,0.9838873744010924,['storing map reduce clustering'],"['storing', 'clustering', 'map', 'reduce']",['reduce']
518,c) Ensures fault tolerance,c) Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
519,C : Ensure Fault Tolerance,C : Ensure Fault Tolerance,c : ensure fault tolerance,"['c', ':', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.770821213722229,"['ensure fault tolerance', 'c']","['ensure', 'tolerance', 'fault']","['ensure', 'tolerance', 'fault']"
520,"600 Mb is less than 1 Gb. Why would such a low amount of data need to be split up among various nodes? Was there a mistake, or am I missing something? 
Question 2: Is Hadoop mainly a skill for someone training to be a Data Scientist to learn, or do Data Analyst need to know it also?

Question 3: What's the story behind the funny name?","600 Mb is less than 1 Gb. Why would such a low amount of data need to be split up among various nodes? Was there a mistake, or am I missing something? 
Question 2: Is Hadoop mainly a skill for someone training to be a Data Scientist to learn, or do Data Analyst need to know it also?

Question 3: What's the story behind the funny name?",mb is less than gb why would such a low amount of data need to be split up among various nodes was there a mistake or am i missing something question : is hadoop mainly a skill for someone training to be a data scientist to learn or do data analyst need to know it also question : whats the story behind the funny name,"['mb', 'less', 'gb', 'would', 'low', 'amount', 'datum', 'need', 'split', 'among', 'various', 'node', 'mistake', 'miss', 'something', 'question', ':', 'hadoop', 'mainly', 'skill', 'someone', 'train', 'datum', 'scientist', 'learn', 'data', 'analyst', 'need', 'know', 'also', 'question', ':', 'what', 's', 'story', 'behind', 'funny', 'name']",Negative,Negative,NEGATIVE,0.9996381998062134,"['among various nodes', 'missing something question', 'data analyst need', 'data need', 'also question', 'data scientist', 'story behind', 'someone training', 'low amount', 'hadoop mainly']","['question', 'data', 'low', 'amount', 'split', 'nodes', 'mistake', 'missing', 'hadoop', 'skill']","['need', 'data', 'question', 'mb', 'know', 'learn', 'nodes', 'hadoop']"
521,Option c.,Option c.,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
522,Is this by any chance a video about Hadoop?,Is this by any chance a video about Hadoop?,is this by any chance a video about hadoop,"['chance', 'video', 'hadoop']",Positive,Neutral,NEGATIVE,0.997936487197876,"['video', 'hadoop', 'chance']","['hadoop', 'chance', 'video']","['hadoop', 'video']"
523,Faul tolerant - HDFS,Faul tolerant - HDFS,faul tolerant hdfs,"['faul', 'tolerant', 'hdfs']",Positive,Neutral,NEGATIVE,0.9608744382858276,['faul tolerant hdfs'],"['faul', 'hdfs', 'tolerant']","['tolerant', 'hdfs']"
524,C. Ensures fault tolerance,C. Ensures fault tolerance,c ensures fault tolerance,"['c', 'ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9650704860687256,['c ensures fault tolerance'],"['tolerance', 'ensures', 'fault']","['ensures', 'tolerance', 'fault']"
525,"3 components
1. Storage
2. MapReduce
3. YARN (Yet another resource negotiator)","3 components
1. Storage
2. MapReduce
3. YARN (Yet another resource negotiator)",components storage mapreduce yarn yet another resource negotiator,"['component', 'storage', 'mapreduce', 'yarn', 'yet', 'another', 'resource', 'negotiator']",Neutral,Negative,NEGATIVE,0.9808828234672546,['components storage mapreduce yarn yet another resource negotiator'],"['components', 'negotiator', 'storage', 'mapreduce', 'yarn', 'resource']",['storage']
526,"I don't quite understand: Wouldn't the replication method to increase fault tolerance also increase the amount of data to be stored? So for example, instead of 128MB of data (Block B) to be stored in a node, I now have 128MB x 2 amount of data to be stored in that node because I also need to store Block B AND the replica of Black A. If this node also needs to store the replica of the other blocks, it might as well be storing 600MB worth of data, something which we were trying to reduce in the first place.","I don't quite understand: Wouldn't the replication method to increase fault tolerance also increase the amount of data to be stored? So for example, instead of 128MB of data (Block B) to be stored in a node, I now have 128MB x 2 amount of data to be stored in that node because I also need to store Block B AND the replica of Black A. If this node also needs to store the replica of the other blocks, it might as well be storing 600MB worth of data, something which we were trying to reduce in the first place.",i dont quite understand: wouldnt the replication method to increase fault tolerance also increase the amount of data to be stored so for example instead of mb of data block b to be stored in a node i now have mb x amount of data to be stored in that node because i also need to store block b and the replica of black a if this node also needs to store the replica of the other blocks it might as well be storing mb worth of data something which we were trying to reduce in the first place,"['do', 'not', 'quite', 'understand', ':', 'would', 'not', 'replication', 'method', 'increase', 'fault', 'tolerance', 'also', 'increase', 'amount', 'datum', 'store', 'example', 'instead', 'mb', 'datum', 'block', 'b', 'store', 'node', 'mb', 'x', 'amount', 'datum', 'store', 'node', 'also', 'need', 'store', 'block', 'b', 'replica', 'black', 'node', 'also', 'need', 'store', 'replica', 'block', 'might', 'well', 'store', 'mb', 'worth', 'datum', 'something', 'try', 'reduce', 'first', 'place']",Negative,Positive,NEGATIVE,0.9975324869155884,"['increase fault tolerance also increase', 'dont quite understand', 'storing mb worth', 'store block b', 'node also needs', 'data block b', 'mb x amount', 'also need', 'replication method', 'first place']","['data', 'stored', 'replica', 'node', 'amount', 'store', 'block', 'increase', 'understand', 'wouldnt']","['stored', 'mb', 'data', 'node', 'store', 'block', 'replica', 'need', 'reduce', 'understand']"
527,"Answer to question
C) Generate Fault Tolerance","Answer to question
C) Generate Fault Tolerance",answer to question c generate fault tolerance,"['answer', 'question', 'c', 'generate', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9978343844413756,"['question c generate fault tolerance', 'answer']","['answer', 'tolerance', 'question', 'generate', 'fault']","['question', 'answer', 'tolerance', 'fault']"
528,c)Ensures fault tolerance,c)Ensures fault tolerance,censures fault tolerance,"['censure', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9939783811569214,['censures fault tolerance'],"['censures', 'tolerance', 'fault']","['censures', 'tolerance', 'fault']"
529,ensures fault tolerance,ensures fault tolerance,ensures fault tolerance,"['ensure', 'fault', 'tolerance']",Negative,Neutral,POSITIVE,0.9771146178245544,['ensures fault tolerance'],"['ensures', 'tolerance', 'fault']","['ensures', 'tolerance', 'fault']"
530,C fault tolerance,C fault tolerance,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
531,The answer to the quiz is all 4 answers,The answer to the quiz is all 4 answers,the answer to the quiz is all answers,"['answer', 'quiz', 'answer']",Neutral,Neutral,POSITIVE,0.9544325470924376,"['quiz', 'answers', 'answer']","['quiz', 'answer', 'answers']","['answers', 'quiz', 'answer']"
532,C. Ensure Fault Tolerence,C. Ensure Fault Tolerence,c ensure fault tolerence,"['c', 'ensure', 'fault', 'tolerence']",Neutral,Neutral,NEGATIVE,0.955253005027771,['c ensure fault tolerence'],"['tolerence', 'ensure', 'fault']","['tolerence', 'ensure', 'fault']"
533,The answer is C.,The answer is C.,the answer is c,"['answer', 'c']",Neutral,Neutral,NEGATIVE,0.6273981332778931,"['c', 'answer']",['answer'],['answer']
534,the answer is C,the answer is C,the answer is c,"['answer', 'c']",Neutral,Neutral,NEGATIVE,0.6273981332778931,"['c', 'answer']",['answer'],['answer']
535,"Apache spark won the game,","Apache spark won the game,",apache spark won the game,"['apache', 'spark', 'game']",Positive,Negative,POSITIVE,0.999591052532196,"['apache spark', 'game']","['apache', 'game', 'spark', 'won']",[]
536,"I want to win pls ❤❤❤
Best youtuber ever
Like content
Been watching u since i was born","I want to win pls  red_heart  red_heart  red_heart 
Best youtuber ever
Like content
Been watching u since i was born",i want to win pls red_heart red_heart red_heart best youtuber ever like content been watching u since i was born,"['want', 'win', 'pls', 'red_heart', 'red_heart', 'red_heart', 'good', 'youtuber', 'ever', 'like', 'content', 'watch', 'u', 'since', 'bear']",Positive,Positive,POSITIVE,0.99944406747818,"['win pls red_heart red_heart red_heart best youtuber ever like content', 'watching u since', 'want', 'born']","['red', 'heart', 'born', 'win', 'pls', 'youtuber', 'content', 'watching']","['red_heart', 'want', 'content', 'like', 'best']"
537,Ans : Ensure fault tolerence,Ans : Ensure fault tolerence,ans : ensure fault tolerence,"['ans', ':', 'ensure', 'fault', 'tolerence']",Neutral,Neutral,NEGATIVE,0.7988219857215881,"['ensure fault tolerence', 'ans']","['ans', 'ensure', 'tolerence', 'fault']","['tolerence', 'ans', 'ensure', 'fault']"
538,answer for the question is C,answer for the question is C,answer for the question is c,"['answer', 'question', 'c']",Neutral,Neutral,NEGATIVE,0.5043980479240417,"['question', 'c', 'answer']","['answer', 'question']","['question', 'answer']"
539,option C is correct answer,option C is correct answer,option c is correct answer,"['option', 'c', 'correct', 'answer']",Neutral,Neutral,POSITIVE,0.9985390901565552,"['option c', 'correct answer']","['option', 'answer', 'correct']","['correct', 'option', 'answer']"
540,Answer C,Answer C,answer c,"['answer', 'c']",Neutral,Neutral,POSITIVE,0.8552964329719543,['answer c'],['answer'],['answer']
541,option c,option c,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
542,option c,option c,option c,"['option', 'c']",Neutral,Neutral,POSITIVE,0.9109764099121094,['option c'],['option'],['option']
543,Thanks for the great video! But I have a question about the reduced map. Wouldn’t the original data be lost after this process? And how could they retrieve the data after this process? Thank you,Thanks for the great video! But I have a question about the reduced map. Wouldn’t the original data be lost after this process? And how could they retrieve the data after this process? Thank you,thanks for the great video but i have a question about the reduced map wouldnt the original data be lost after this process and how could they retrieve the data after this process thank you,"['thank', 'great', 'video', 'question', 'reduce', 'map', 'would', 'not', 'original', 'datum', 'lose', 'process', 'could', 'retrieve', 'data', 'process', 'thank']",Positive,Positive,NEGATIVE,0.9897810220718384,"['reduced map wouldnt', 'great video', 'process thank', 'original data', 'process', 'data', 'thanks', 'retrieve', 'question', 'lost']","['process', 'data', 'great', 'video', 'question', 'reduced', 'map', 'wouldnt', 'original', 'lost']","['process', 'data', 'question', 'great', 'thank', 'thanks', 'video']"
544,Fault tolerance,Fault tolerance,fault tolerance,"['fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.9974913597106934,['fault tolerance'],"['fault', 'tolerance']","['tolerance', 'fault']"
545,So basically it's an cloud computing systems. Like azure or aws,So basically it's an cloud computing systems. Like azure or aws,so basically its an cloud computing systems like azure or aws,"['basically', 'cloud', 'computing', 'system', 'like', 'azure', 'aw']",Positive,Neutral,NEGATIVE,0.9882456064224244,"['cloud computing systems like azure', 'basically', 'aws']","['aws', 'basically', 'cloud', 'computing', 'systems', 'azure']",['like']
546,"Its 
A,B,D","Its 
A,B,D",its abd,['abd'],Neutral,Neutral,NEGATIVE,0.6348605751991272,['abd'],['abd'],[]
547,My answer is d,My answer is d,my answer is d,['answer'],Neutral,Neutral,POSITIVE,0.8956762552261353,['answer'],['answer'],['answer']
548,Fault tolerant is the answer for the question,Fault tolerant is the answer for the question,fault tolerant is the answer for the question,"['fault', 'tolerant', 'answer', 'question']",Negative,Neutral,NEGATIVE,0.9967580437660216,"['fault tolerant', 'question', 'answer']","['fault', 'question', 'tolerant', 'answer']","['tolerant', 'question', 'answer', 'fault']"
549,The answer is A.,The answer is A.,the answer is a,['answer'],Neutral,Neutral,POSITIVE,0.9887459874153136,['answer'],['answer'],['answer']
550,C fault tolerance,C fault tolerance,c fault tolerance,"['c', 'fault', 'tolerance']",Negative,Neutral,NEGATIVE,0.994576930999756,['c fault tolerance'],"['tolerance', 'fault']","['tolerance', 'fault']"
